Date,Close/Last,Volume,Open,High,Low
06/03/2021,2747.86,N/A,2696.48,2856.63,2683.29
06/02/2021,2717.24,N/A,2594.12,2723.54,2666.39
06/01/2021,2612.9,N/A,2643.91,2647.44,2554.88
05/31/2021,2625.66,N/A,2308.45,2738.22,2616.64
05/30/2021,2291.24,N/A,2295.86,2412.95,2279.42
05/29/2021,2291.18,N/A,2512.21,2307.53,2181.93
05/28/2021,2515.66,N/A,2728.32,2544.21,2401.44
05/27/2021,2703.48,N/A,2676.63,2760.17,2674.15
05/26/2021,2655.84,N/A,2842.8,2885.02,2638.62
05/25/2021,2825.76,N/A,2585.19,2839.72,2648.1
05/24/2021,2586.52,N/A,2139.96,2747.49,2541.05
05/23/2021,2151.1,N/A,2319.79,2196.59,2080.87
05/22/2021,2312.92,N/A,2330.99,2379.89,2257.29
05/21/2021,2333.99,N/A,2791.47,2481.06,2311.87
05/20/2021,2805.8,N/A,2474.48,2931.66,2766.02
05/19/2021,2448.76,N/A,3094.68,2539.36,2163.4
05/18/2021,3103.98,N/A,3380.61,3434.01,3065.84
05/17/2021,3388.7,N/A,3254.53,3415,3244.93
05/16/2021,3267.2,N/A,3825.2,3582.19,3235.2
05/15/2021,3798.62,N/A,4027.17,3851.62,3626.53
05/14/2021,4035.14,N/A,3781.41,4129.99,4013.04
05/13/2021,3807.61,N/A,3938.29,3893.57,3694.54
05/12/2021,3911.35,N/A,4337.93,4031.99,3539.96
05/11/2021,4318.2,N/A,3855.65,4327.76,4151.39
05/10/2021,3857.83,N/A,4051.53,4025.11,3781.86
05/09/2021,4053.56,N/A,3879.14,4067.75,3888.6
05/08/2021,3947.83,N/A,3531.95,3947.83,3819.55
05/07/2021,3526.88,N/A,3423.71,3549.69,3453.37
05/06/2021,3439.26,N/A,3471.5,3530.84,3401.11
05/05/2021,3466.61,N/A,3310.14,3537.12,3442.35
05/04/2021,3317.58,N/A,3237.69,3331.54,3295.34
05/03/2021,3239.54,N/A,3053.38,3446.51,3188.9
05/02/2021,3052.6,N/A,2949.71,3057.99,2950.07
05/01/2021,2912.25,N/A,2838.94,2954.53,2910.74
04/30/2021,2843.18,N/A,2742.91,2846.81,2753.6
04/29/2021,2740.19,N/A,2694.76,2768.03,2727.5
04/28/2021,2690.07,N/A,2628.81,2753.4,2686.07
04/27/2021,2642.5,N/A,2494.61,2714.94,2629.85
04/26/2021,2498.12,N/A,2453.65,2546.63,2484.44
04/25/2021,2445.16,N/A,2189.26,2467.72,2305.97
04/24/2021,2192.66,N/A,2296.72,2249.28,2190.59
04/23/2021,2302.55,N/A,2281.49,2367.46,2229.62
